customer_id,first_visit_date,first_purchase_date,cohort_month,user_type_flag,user_type_label,lifetime_sessions,lifetime_revenue,avg_order_value
1091,2024-05-06,,2024-05,0,New,4,0.0,0.0
1092,2024-06-25,2024-07-18,2024-06,1,Returning,2,2987.93,1493.96
1093,2024-07-02,,2024-07,1,Returning,1,0.0,0.0
1094,2024-09-20,,2024-09,0,New,2,0.0,0.0
1095,2024-06-11,2024-07-20,2024-06,1,Returning,3,3681.54,1227.18
1096,2024-01-02,2024-04-16,2024-01,1,Returning,4,4912.93,1228.23
1097,2024-01-30,,2024-01,0,New,2,0.0,0.0
1098,2024-05-03,,2024-05,0,New,3,0.0,0.0
1099,2024-04-25,2024-10-04,2024-04,1,Returning,5,2717.82,543.56
1100,2024-01-22,2024-01-22,2024-01,1,Returning,2,788.77,394.38
1101,2024-11-19,2024-11-19,2024-11,1,Returning,1,1339.45,1339.45
1102,2024-04-27,,2024-04,1,Returning,3,0.0,0.0
1104,2024-02-12,,2024-02,0,New,1,0.0,0.0
1105,2024-02-08,2024-02-08,2024-02,1,Returning,4,1244.58,311.14
1106,2024-05-06,,2024-05,0,New,2,0.0,0.0
1107,2024-04-28,,2024-04,1,Returning,3,0.0,0.0
1108,2024-01-10,,2024-01,1,Returning,6,0.0,0.0
1109,2024-01-01,,2024-01,1,Returning,3,0.0,0.0
1110,2024-03-03,2024-11-20,2024-03,1,Returning,4,2098.22,524.55
1111,2024-05-22,2024-05-22,2024-05,1,Returning,2,1839.86,919.93
1112,2024-02-12,2024-02-12,2024-02,1,Returning,5,2540.56,508.11
1113,2024-08-04,,2024-08,1,Returning,2,0.0,0.0
1114,2024-07-07,,2024-07,1,Returning,2,0.0,0.0
1115,2024-05-31,2024-05-31,2024-05,1,Returning,2,1763.68,881.84
1116,2024-03-11,,2024-03,1,Returning,4,0.0,0.0
1118,2024-01-15,2024-01-15,2024-01,1,Returning,1,4522.5,4522.5
1119,2024-03-20,,2024-03,1,Returning,1,0.0,0.0
1120,2024-03-20,,2024-03,1,Returning,3,0.0,0.0
1121,2024-05-18,2024-05-18,2024-05,0,New,2,1894.59,947.3
1122,2024-05-11,,2024-05,1,Returning,1,0.0,0.0
1123,2024-03-11,,2024-03,1,Returning,3,0.0,0.0
1124,2024-02-02,2024-02-02,2024-02,1,Returning,4,1684.02,421.0
1125,2024-02-20,,2024-02,1,Returning,4,0.0,0.0
1126,2024-04-05,2024-05-22,2024-04,1,Returning,4,2051.36,512.84
1127,2024-04-02,,2024-04,1,Returning,4,0.0,0.0
1128,2024-03-15,,2024-03,1,Returning,1,0.0,0.0
1129,2024-04-09,,2024-04,1,Returning,4,0.0,0.0
1130,2024-06-18,2024-06-18,2024-06,1,Returning,2,1026.78,513.39
1131,2024-04-07,2024-07-02,2024-04,0,New,2,1150.86,575.43
1132,2024-05-21,2024-05-21,2024-05,1,Returning,3,3476.22,1158.74
1134,2024-01-27,2024-04-08,2024-01,1,Returning,8,7061.16,882.64
1135,2024-01-21,,2024-01,1,Returning,3,0.0,0.0
1136,2024-02-21,,2024-02,1,Returning,2,0.0,0.0
1138,2024-05-08,2024-12-02,2024-05,1,Returning,6,924.05,154.01
1139,2024-02-22,,2024-02,1,Returning,2,0.0,0.0
1140,2024-03-10,,2024-03,1,Returning,1,0.0,0.0
1141,2024-04-08,,2024-04,1,Returning,2,0.0,0.0
1142,2024-01-08,,2024-01,1,Returning,4,0.0,0.0
1143,2024-02-07,,2024-02,1,Returning,6,0.0,0.0
1144,2024-02-08,,2024-02,1,Returning,2,0.0,0.0
1145,2024-05-28,2024-11-05,2024-05,1,Returning,2,997.25,498.62
1146,2024-01-20,2024-11-29,2024-01,1,Returning,4,2950.09,737.52
1147,2024-03-08,,2024-03,0,New,3,0.0,0.0
1148,2024-01-15,2024-01-15,2024-01,1,Returning,4,843.58,210.9
1149,2024-01-09,,2024-01,0,New,2,0.0,0.0
1150,2024-05-11,2024-05-11,2024-05,1,Returning,3,2340.49,780.16
1151,2024-03-11,2024-10-28,2024-03,1,Returning,5,673.69,134.74
1152,2024-09-13,2024-09-13,2024-09,1,Returning,1,772.78,772.78
1153,2024-10-06,2024-10-06,2024-10,0,New,1,1069.29,1069.29
1155,2024-02-14,2024-06-12,2024-02,1,Returning,5,4908.51,981.7
1156,2024-01-19,,2024-01,1,Returning,2,0.0,0.0
1157,2024-03-17,,2024-03,0,New,1,0.0,0.0
1158,2024-01-06,2024-10-28,2024-01,1,Returning,3,2864.37,954.79
1159,2024-02-29,2024-03-18,2024-02,1,Returning,4,5605.16,1401.29
1160,2024-02-05,2024-05-05,2024-02,1,Returning,6,2058.0,343.0
1161,2024-06-04,,2024-06,1,Returning,2,0.0,0.0
1162,2024-01-30,2024-01-30,2024-01,1,Returning,1,1483.14,1483.14
1163,2024-01-16,2024-10-11,2024-01,1,Returning,5,403.7,80.74
1164,2024-05-12,2024-07-04,2024-05,1,Returning,3,1126.58,375.53
1165,2024-05-25,2024-05-25,2024-05,1,Returning,5,1357.87,271.57
1166,2024-12-19,,2024-12,0,New,1,0.0,0.0
1167,2024-05-22,2024-05-22,2024-05,1,Returning,3,3059.2,1019.73
1168,2024-12-12,,2024-12,1,Returning,2,0.0,0.0
1169,2024-05-12,2024-05-12,2024-05,1,Returning,4,947.29,236.82
1171,2024-06-07,,2024-06,0,New,1,0.0,0.0
1172,2024-04-10,2024-04-10,2024-04,1,Returning,4,332.26,83.06
1174,2024-05-03,2024-07-13,2024-05,1,Returning,3,1507.02,502.34
1175,2024-02-10,2024-07-20,2024-02,1,Returning,3,2666.89,888.96
1176,2024-07-27,,2024-07,1,Returning,2,0.0,0.0
1177,2024-02-05,2024-08-11,2024-02,1,Returning,3,756.39,252.13
1179,2024-01-19,,2024-01,1,Returning,2,0.0,0.0
1181,2024-02-16,,2024-02,1,Returning,4,0.0,0.0
1182,2024-03-07,,2024-03,1,Returning,3,0.0,0.0
1183,2024-02-29,2024-04-12,2024-02,1,Returning,4,5294.04,1323.51
1184,2024-02-13,2024-02-13,2024-02,1,Returning,3,3314.81,1104.94
1185,2024-06-29,,2024-06,1,Returning,5,0.0,0.0
1186,2024-04-14,,2024-04,1,Returning,3,0.0,0.0
1187,2024-11-17,2024-11-17,2024-11,1,Returning,3,9145.76,3048.59
1188,2024-03-29,2024-04-18,2024-03,1,Returning,4,1550.69,387.67
1189,2024-05-24,,2024-05,0,New,3,0.0,0.0
1190,2024-02-19,2024-07-15,2024-02,1,Returning,4,1456.45,364.11
1191,2024-04-23,,2024-04,0,New,2,0.0,0.0
1192,2024-10-20,,2024-10,0,New,1,0.0,0.0
1193,2024-01-04,2024-01-06,2024-01,1,Returning,3,1818.94,606.31
1194,2024-06-04,,2024-06,1,Returning,2,0.0,0.0
1195,2024-01-01,2024-12-29,2024-01,1,Returning,3,1219.67,406.56
1196,2024-01-16,2024-01-16,2024-01,1,Returning,5,5634.82,1126.96
1197,2024-01-29,2024-12-05,2024-01,1,Returning,4,4518.88,1129.72
1198,2024-07-06,2024-07-06,2024-07,1,Returning,2,973.3,486.65
1199,2024-02-11,,2024-02,1,Returning,1,0.0,0.0
1200,2024-02-06,2024-10-28,2024-02,1,Returning,4,1897.32,474.33
1201,2024-01-24,,2024-01,1,Returning,3,0.0,0.0
1202,2024-03-12,2024-03-12,2024-03,1,Returning,2,1248.59,624.29
1203,2024-03-10,2024-05-07,2024-03,1,Returning,6,3619.66,603.28
1204,2024-04-09,2024-11-20,2024-04,1,Returning,5,969.32,193.86
1205,2024-03-05,,2024-03,0,New,2,0.0,0.0
1206,2024-02-16,2024-02-16,2024-02,1,Returning,2,3324.51,1662.26
1207,2024-05-10,,2024-05,1,Returning,1,0.0,0.0
1208,2024-02-27,2024-07-05,2024-02,1,Returning,4,1136.65,284.16
1209,2024-02-25,2024-02-25,2024-02,1,Returning,7,816.6,116.66
1210,2024-06-12,,2024-06,1,Returning,3,0.0,0.0
1211,2024-11-09,,2024-11,1,Returning,1,0.0,0.0
1212,2024-01-18,2024-04-04,2024-01,1,Returning,6,2666.46,444.41
1213,2024-02-20,2024-09-13,2024-02,1,Returning,6,744.78,124.13
1214,2024-02-12,2024-02-12,2024-02,1,Returning,2,3055.83,1527.92
1215,2024-04-23,2024-11-08,2024-04,1,Returning,4,1328.42,332.1
1216,2024-01-05,,2024-01,0,New,2,0.0,0.0
1217,2024-02-08,,2024-02,1,Returning,1,0.0,0.0
1218,2024-01-14,2024-08-30,2024-01,1,Returning,4,3526.43,881.61
1219,2024-02-07,,2024-02,1,Returning,4,0.0,0.0
1220,2024-03-11,2024-06-05,2024-03,1,Returning,3,1765.86,588.62
1221,2024-02-01,,2024-02,1,Returning,2,0.0,0.0
1222,2024-01-22,2024-01-22,2024-01,1,Returning,6,898.63,149.77
1223,2024-10-29,2024-10-29,2024-10,1,Returning,2,522.78,261.39
1224,2024-01-06,,2024-01,1,Returning,2,0.0,0.0
1225,2024-04-22,2024-08-25,2024-04,1,Returning,4,268.76,67.19
1226,2024-06-19,2024-11-13,2024-06,1,Returning,3,1203.09,401.03
1227,2024-03-18,2024-12-12,2024-03,1,Returning,2,4039.92,2019.96
1228,2024-02-09,2024-03-05,2024-02,1,Returning,2,829.75,414.88
1229,2024-01-08,2024-01-08,2024-01,1,Returning,5,651.56,130.31
1230,2024-02-08,,2024-02,1,Returning,4,0.0,0.0
1231,2024-01-09,2024-10-15,2024-01,1,Returning,4,741.57,185.39
1232,2024-04-19,,2024-04,0,New,2,0.0,0.0
1233,2024-12-23,,2024-12,1,Returning,2,0.0,0.0
1234,2024-05-13,2024-05-21,2024-05,1,Returning,3,377.35,125.78
1235,2024-08-09,,2024-08,1,Returning,5,0.0,0.0
1236,2024-03-21,,2024-03,1,Returning,1,0.0,0.0
1237,2024-03-13,,2024-03,1,Returning,3,0.0,0.0
1238,2024-11-01,,2024-11,1,Returning,2,0.0,0.0
1239,2024-02-14,,2024-02,0,New,3,0.0,0.0
1240,2024-08-27,2024-09-24,2024-08,1,Returning,3,1882.12,627.37
1241,2024-02-28,2024-07-13,2024-02,1,Returning,6,3617.15,602.86
1242,2024-05-20,,2024-05,0,New,2,0.0,0.0
1243,2024-05-11,2024-08-06,2024-05,0,New,3,3898.5,1299.5
1244,2024-03-02,2024-10-26,2024-03,1,Returning,5,3078.65,615.73
1245,2024-02-26,,2024-02,1,Returning,2,0.0,0.0
1246,2024-07-27,,2024-07,1,Returning,1,0.0,0.0
1247,2024-05-08,,2024-05,0,New,1,0.0,0.0
1248,2024-09-24,,2024-09,1,Returning,2,0.0,0.0
1250,2024-07-25,,2024-07,0,New,2,0.0,0.0
1251,2024-06-11,,2024-06,0,New,2,0.0,0.0
1252,2024-02-16,2024-02-16,2024-02,1,Returning,3,7790.94,2596.98
1253,2024-04-24,2024-04-24,2024-04,1,Returning,3,2191.33,730.44
1254,2024-05-31,,2024-05,1,Returning,1,0.0,0.0
1255,2024-09-06,,2024-09,1,Returning,1,0.0,0.0
1256,2024-02-16,,2024-02,1,Returning,1,0.0,0.0
1257,2024-03-27,,2024-03,1,Returning,2,0.0,0.0
1258,2024-12-01,,2024-12,1,Returning,1,0.0,0.0
1259,2024-03-12,,2024-03,0,New,2,0.0,0.0
1260,2024-01-01,,2024-01,0,New,2,0.0,0.0
1261,2024-06-24,,2024-06,1,Returning,3,0.0,0.0
1262,2024-03-10,2024-03-10,2024-03,1,Returning,3,797.16,265.72
1263,2024-02-29,,2024-02,1,Returning,4,0.0,0.0
1264,2024-01-03,2024-09-24,2024-01,1,Returning,3,1712.22,570.74
1266,2024-03-31,,2024-03,1,Returning,3,0.0,0.0
1267,2024-04-21,,2024-04,0,New,4,0.0,0.0
1268,2024-01-05,2024-12-16,2024-01,1,Returning,3,1455.21,485.07
1269,2024-02-14,2024-07-01,2024-02,1,Returning,4,1787.02,446.76
1270,2024-05-02,2024-05-02,2024-05,1,Returning,4,3845.93,961.48
1271,2024-03-28,2024-08-16,2024-03,1,Returning,8,1130.35,141.29
1273,2024-05-03,,2024-05,0,New,1,0.0,0.0
1274,2024-04-02,2024-04-02,2024-04,1,Returning,3,2065.7,688.57
1275,2024-03-19,2024-07-26,2024-03,1,Returning,4,7788.92,1947.23
1277,2024-03-12,2024-03-12,2024-03,1,Returning,4,414.36,103.59
1278,2024-02-11,2024-02-11,2024-02,1,Returning,4,4367.72,1091.93
1279,2024-03-05,2024-03-05,2024-03,1,Returning,6,3180.17,530.03
1280,2024-09-15,,2024-09,1,Returning,2,0.0,0.0
1281,2024-06-07,,2024-06,1,Returning,3,0.0,0.0
1282,2024-11-10,2024-11-21,2024-11,1,Returning,2,281.46,140.73
1283,2024-03-31,2024-11-10,2024-03,1,Returning,2,3166.32,1583.16
1284,2024-06-05,2024-07-31,2024-06,1,Returning,4,6649.04,1662.26
1285,2024-01-03,2024-01-03,2024-01,1,Returning,3,2942.34,980.78
1286,2024-12-01,,2024-12,1,Returning,1,0.0,0.0
1287,2024-03-04,,2024-03,1,Returning,3,0.0,0.0
1288,2024-01-16,,2024-01,1,Returning,2,0.0,0.0
1289,2024-02-04,,2024-02,0,New,2,0.0,0.0
1290,2024-05-19,2024-09-11,2024-05,1,Returning,4,1015.65,253.91
1291,2024-01-07,2024-01-07,2024-01,0,New,2,2457.68,1228.84
1292,2024-02-18,2024-02-18,2024-02,1,Returning,2,3075.91,1537.96
1293,2024-01-17,,2024-01,1,Returning,2,0.0,0.0
1294,2024-07-13,,2024-07,1,Returning,1,0.0,0.0
1295,2024-02-18,2024-07-09,2024-02,1,Returning,4,267.34,66.83
1296,2024-02-13,,2024-02,1,Returning,1,0.0,0.0
1297,2024-06-15,,2024-06,0,New,2,0.0,0.0
1298,2024-03-28,2024-03-28,2024-03,0,New,1,285.16,285.16
1299,2024-08-04,,2024-08,1,Returning,3,0.0,0.0
1300,2024-01-05,,2024-01,0,New,4,0.0,0.0
1301,2024-06-29,,2024-06,1,Returning,2,0.0,0.0
1302,2024-08-02,2024-11-19,2024-08,1,Returning,2,821.62,410.81
1303,2024-02-18,2024-02-18,2024-02,1,Returning,1,989.88,989.88
1304,2024-05-06,2024-10-11,2024-05,0,New,2,529.27,264.64
1305,2024-06-20,,2024-06,1,Returning,2,0.0,0.0
1306,2024-02-03,,2024-02,1,Returning,3,0.0,0.0
1307,2024-02-09,2024-02-09,2024-02,1,Returning,2,553.52,276.76
1308,2024-02-15,2024-02-15,2024-02,1,Returning,4,566.61,141.65
1309,2024-01-06,,2024-01,1,Returning,2,0.0,0.0
1310,2024-02-26,,2024-02,1,Returning,7,0.0,0.0
1311,2024-01-18,,2024-01,1,Returning,1,0.0,0.0
1312,2024-02-09,2024-02-09,2024-02,1,Returning,3,6037.98,2012.66
1313,2024-08-10,,2024-08,1,Returning,2,0.0,0.0
1314,2024-05-08,,2024-05,1,Returning,1,0.0,0.0
1315,2024-03-23,2024-07-11,2024-03,1,Returning,4,1937.57,484.39
1316,2024-03-13,2024-03-13,2024-03,1,Returning,7,9432.31,1347.47
1317,2024-01-01,2024-01-01,2024-01,1,Returning,6,8119.44,1353.24
1318,2024-01-25,2024-04-08,2024-01,1,Returning,5,1692.53,338.51
1319,2024-03-22,2024-04-05,2024-03,1,Returning,4,3602.98,900.74
1320,2024-09-05,,2024-09,0,New,1,0.0,0.0
1322,2024-03-27,2024-04-06,2024-03,1,Returning,5,2239.44,447.89
1323,2024-01-17,2024-06-02,2024-01,1,Returning,3,3132.29,1044.1
1324,2024-03-03,2024-10-02,2024-03,1,Returning,4,3519.68,879.92
1325,2024-01-07,,2024-01,1,Returning,7,0.0,0.0
1326,2024-12-12,,2024-12,0,New,2,0.0,0.0
1327,2024-02-01,2024-04-26,2024-02,1,Returning,3,4069.45,1356.48
1328,2024-04-27,,2024-04,1,Returning,4,0.0,0.0
1329,2024-06-24,2024-09-24,2024-06,1,Returning,4,443.01,110.75
1330,2024-09-11,,2024-09,0,New,2,0.0,0.0
1331,2024-03-03,2024-08-20,2024-03,1,Returning,3,4930.51,1643.5
1332,2024-04-04,2024-04-04,2024-04,1,Returning,4,3016.32,754.08
1333,2024-10-21,,2024-10,0,New,1,0.0,0.0
1334,2024-03-13,2024-03-13,2024-03,1,Returning,8,12203.21,1525.4
1335,2024-06-20,2024-06-20,2024-06,1,Returning,6,3522.92,587.15
1336,2024-01-12,2024-09-13,2024-01,1,Returning,3,3797.19,1265.73
1337,2024-04-16,2024-05-15,2024-04,1,Returning,2,783.06,391.53
1338,2024-02-10,,2024-02,1,Returning,2,0.0,0.0
1339,2024-03-01,2024-03-06,2024-03,1,Returning,5,530.31,106.06
1340,2024-07-24,,2024-07,1,Returning,1,0.0,0.0
1341,2024-12-14,,2024-12,0,New,1,0.0,0.0
1342,2024-09-26,,2024-09,0,New,2,0.0,0.0
1343,2024-01-21,2024-12-08,2024-01,1,Returning,6,3053.36,508.89
1344,2024-02-02,,2024-02,1,Returning,3,0.0,0.0
1345,2024-03-25,2024-07-20,2024-03,1,Returning,4,256.67,64.17
1346,2024-01-28,,2024-01,1,Returning,4,0.0,0.0
1347,2024-02-21,2024-04-09,2024-02,1,Returning,3,3357.67,1119.22
1348,2024-02-07,2024-06-06,2024-02,1,Returning,4,4789.77,1197.44
1349,2024-07-04,2024-07-04,2024-07,1,Returning,4,307.29,76.82
1350,2024-01-24,2024-01-24,2024-01,1,Returning,6,1480.29,246.72
1351,2024-07-23,2024-10-03,2024-07,1,Returning,2,4652.64,2326.32
1352,2024-02-01,2024-03-08,2024-02,1,Returning,5,1316.79,263.36
1353,2024-02-25,,2024-02,0,New,3,0.0,0.0
1354,2024-03-14,,2024-03,1,Returning,1,0.0,0.0
1355,2024-07-25,,2024-07,1,Returning,3,0.0,0.0
1356,2024-05-29,2024-09-16,2024-05,0,New,2,2397.1,1198.55
1357,2024-03-05,2024-03-05,2024-03,1,Returning,1,1199.55,1199.55
1358,2024-02-22,,2024-02,0,New,1,0.0,0.0
1359,2024-09-25,,2024-09,1,Returning,2,0.0,0.0
1360,2024-02-27,2024-02-27,2024-02,1,Returning,3,3696.46,1232.15
1361,2024-03-01,2024-03-01,2024-03,1,Returning,3,4596.29,1532.1
1362,2024-02-05,2024-02-05,2024-02,1,Returning,3,3356.54,1118.85
1363,2024-04-01,2024-04-01,2024-04,1,Returning,4,181.93,45.48
1364,2024-02-01,,2024-02,1,Returning,2,0.0,0.0
1365,2024-01-21,2024-01-21,2024-01,1,Returning,4,3247.63,811.91
1366,2024-01-17,2024-10-08,2024-01,1,Returning,6,4299.17,716.53
1367,2024-06-05,,2024-06,1,Returning,2,0.0,0.0
1368,2024-07-18,2024-08-17,2024-07,1,Returning,4,4747.94,1186.99
1369,2024-05-09,,2024-05,1,Returning,1,0.0,0.0
1370,2024-04-23,2024-11-05,2024-04,1,Returning,2,1920.92,960.46
1371,2024-05-06,,2024-05,1,Returning,2,0.0,0.0
1372,2024-04-13,2024-04-13,2024-04,1,Returning,3,7627.08,2542.36
1374,2024-01-22,,2024-01,1,Returning,3,0.0,0.0
1375,2024-05-07,,2024-05,1,Returning,1,0.0,0.0
1376,2024-07-08,,2024-07,1,Returning,2,0.0,0.0
1377,2024-04-04,,2024-04,1,Returning,1,0.0,0.0
1378,2024-04-09,2024-04-09,2024-04,1,Returning,3,2604.1,868.03
1379,2024-05-22,2024-05-22,2024-05,0,New,1,863.94,863.94
1380,2024-07-27,2024-07-27,2024-07,1,Returning,2,700.35,350.18
1381,2024-05-21,2024-05-28,2024-05,1,Returning,3,566.3,188.77
1382,2024-04-01,2024-07-16,2024-04,1,Returning,3,4061.77,1353.92
1383,2024-03-02,,2024-03,0,New,1,0.0,0.0
1384,2024-03-02,,2024-03,1,Returning,3,0.0,0.0
1385,2024-01-20,2024-01-20,2024-01,1,Returning,1,3694.52,3694.52
1386,2024-04-09,2024-04-09,2024-04,1,Returning,3,3064.78,1021.59
1387,2024-03-22,2024-03-22,2024-03,1,Returning,3,1111.73,370.58
1388,2024-01-26,2024-06-11,2024-01,1,Returning,7,3964.28,566.33
1389,2024-02-16,,2024-02,0,New,2,0.0,0.0
1390,2024-01-06,,2024-01,1,Returning,4,0.0,0.0
1391,2024-01-30,,2024-01,1,Returning,4,0.0,0.0
1393,2024-01-21,,2024-01,1,Returning,2,0.0,0.0
1394,2024-01-05,,2024-01,1,Returning,3,0.0,0.0
1395,2024-01-11,2024-02-23,2024-01,1,Returning,7,2703.44,386.21
1396,2024-09-03,,2024-09,1,Returning,1,0.0,0.0
1397,2024-02-08,2024-07-29,2024-02,1,Returning,5,2856.24,571.25
1398,2024-01-02,2024-01-02,2024-01,1,Returning,4,663.37,165.84
1399,2024-01-15,,2024-01,1,Returning,2,0.0,0.0
1400,2024-08-29,2024-08-29,2024-08,1,Returning,2,527.51,263.76
1401,2024-04-12,,2024-04,1,Returning,3,0.0,0.0
1402,2024-03-17,,2024-03,1,Returning,3,0.0,0.0
1403,2024-03-03,2024-03-03,2024-03,1,Returning,6,2038.85,339.81
1404,2024-02-02,2024-08-06,2024-02,1,Returning,6,1646.99,274.5
1405,2024-01-23,2024-02-26,2024-01,1,Returning,3,1296.62,432.21
1406,2024-04-05,,2024-04,1,Returning,3,0.0,0.0
1407,2024-05-26,,2024-05,0,New,1,0.0,0.0
1408,2024-03-11,,2024-03,1,Returning,2,0.0,0.0
1409,2024-04-08,,2024-04,1,Returning,2,0.0,0.0
1410,2024-05-31,2024-05-31,2024-05,1,Returning,5,162.49,32.5
1411,2024-03-16,,2024-03,1,Returning,2,0.0,0.0
