customer_id,visit_date,date_key,cohort_month,sessions,add_to_cart_sessions,purchase_sessions,revenue,is_active,is_purchase_day,retained_flag,purchase_flag
1060,2024-08-15,20240815,2024-08,1,0,0,0.0,1,0,1,0
1061,2024-09-18,20240918,2024-09,1,1,0,0.0,1,0,1,0
1061,2024-09-25,20240925,2024-09,1,1,0,0.0,1,0,1,0
1062,2024-03-22,20240322,2024-03,1,1,1,3298.95,1,1,1,1
1062,2024-09-23,20240923,2024-03,1,0,0,0.0,1,0,1,0
1062,2024-09-28,20240928,2024-03,1,1,1,2005.4,1,1,1,1
1063,2024-03-20,20240320,2024-03,1,1,0,0.0,1,0,1,0
1063,2024-09-24,20240924,2024-03,1,1,0,0.0,1,0,1,0
1063,2024-11-09,20241109,2024-03,1,0,0,0.0,1,0,1,0
1064,2024-08-17,20240817,2024-08,1,1,0,0.0,1,0,1,0
1065,2024-05-22,20240522,2024-05,1,1,1,7889.36,1,1,1,1
1066,2024-01-02,20240102,2024-01,1,0,0,0.0,1,0,1,0
1066,2024-05-17,20240517,2024-01,1,1,0,0.0,1,0,1,0
1066,2024-06-06,20240606,2024-01,1,1,0,0.0,1,0,1,0
1066,2024-08-11,20240811,2024-01,1,1,1,3654.18,1,1,1,1
1067,2024-03-14,20240314,2024-03,1,1,0,0.0,1,0,1,0
1067,2024-05-30,20240530,2024-03,1,1,0,0.0,1,0,1,0
1067,2024-08-13,20240813,2024-03,1,1,0,0.0,1,0,1,0
1067,2024-09-03,20240903,2024-03,1,1,1,2032.07,1,1,1,1
1068,2024-07-01,20240701,2024-07,1,0,0,0.0,1,0,1,0
1068,2024-08-01,20240801,2024-07,1,1,0,0.0,1,0,1,0
1069,2024-05-14,20240514,2024-05,1,0,0,0.0,1,0,1,0
1069,2024-06-28,20240628,2024-05,1,0,0,0.0,1,0,1,0
1069,2024-12-23,20241223,2024-05,1,0,0,0.0,1,0,1,0
1070,2024-03-20,20240320,2024-03,1,0,0,0.0,1,0,1,0
1070,2024-11-05,20241105,2024-03,1,0,0,0.0,1,0,1,0
1070,2024-12-24,20241224,2024-03,1,0,0,0.0,1,0,1,0
1071,2024-03-18,20240318,2024-03,1,0,0,0.0,1,0,1,0
1071,2024-05-05,20240505,2024-03,1,0,0,0.0,1,0,1,0
1071,2024-08-21,20240821,2024-03,1,1,1,1331.9,1,1,1,1
1071,2024-10-16,20241016,2024-03,1,0,0,0.0,1,0,1,0
1071,2024-10-19,20241019,2024-03,1,1,0,0.0,1,0,1,0
1072,2024-04-06,20240406,2024-04,1,1,0,0.0,1,0,1,0
1073,2024-05-30,20240530,2024-05,1,1,0,0.0,1,0,1,0
1073,2024-08-22,20240822,2024-05,1,1,0,0.0,1,0,1,0
1074,2024-12-09,20241209,2024-12,1,1,0,0.0,1,0,1,0
1075,2024-02-01,20240201,2024-02,1,0,0,0.0,1,0,1,0
1075,2024-03-18,20240318,2024-02,1,1,0,0.0,1,0,1,0
1076,2024-01-24,20240124,2024-01,1,1,1,1449.62,1,1,1,1
1076,2024-01-25,20240125,2024-01,1,1,0,0.0,1,0,1,0
1076,2024-10-05,20241005,2024-01,1,1,0,0.0,1,0,1,0
1076,2024-10-10,20241010,2024-01,1,0,0,0.0,1,0,1,0
1077,2024-02-08,20240208,2024-02,1,0,0,0.0,1,0,1,0
1077,2024-02-13,20240213,2024-02,1,1,0,0.0,1,0,1,0
1077,2024-10-03,20241003,2024-02,1,1,1,1959.6,1,1,1,1
1078,2024-02-25,20240225,2024-02,1,0,0,0.0,1,0,1,0
1078,2024-05-30,20240530,2024-02,1,1,1,490.0,1,1,1,1
1079,2024-03-14,20240314,2024-03,1,1,0,0.0,1,0,1,0
1079,2024-04-20,20240420,2024-03,1,0,0,0.0,1,0,1,0
1079,2024-05-14,20240514,2024-03,1,1,0,0.0,1,0,1,0
1079,2024-09-15,20240915,2024-03,1,1,1,4252.77,1,1,1,1
1080,2024-01-16,20240116,2024-01,1,0,0,0.0,1,0,1,0
1080,2024-03-21,20240321,2024-01,1,0,0,0.0,1,0,1,0
1080,2024-07-14,20240714,2024-01,1,0,0,0.0,1,0,1,0
1080,2024-08-29,20240829,2024-01,1,1,1,2111.96,1,1,1,1
1081,2024-02-27,20240227,2024-02,1,1,0,0.0,1,0,1,0
1082,2024-04-15,20240415,2024-04,1,1,0,0.0,1,0,1,0
1082,2024-05-10,20240510,2024-04,1,1,0,0.0,1,0,1,0
1082,2024-05-20,20240520,2024-04,1,1,1,1601.42,1,1,1,1
1083,2024-07-05,20240705,2024-07,1,1,0,0.0,1,0,1,0
1083,2024-07-18,20240718,2024-07,1,1,1,1056.76,1,1,1,1
1083,2024-08-13,20240813,2024-07,1,1,0,0.0,1,0,1,0
1083,2024-08-24,20240824,2024-07,1,0,0,0.0,1,0,1,0
1084,2024-01-11,20240111,2024-01,2,2,1,3648.04,1,1,1,1
1084,2024-05-25,20240525,2024-01,1,0,0,0.0,1,0,1,0
1086,2024-01-27,20240127,2024-01,1,1,1,1236.24,1,1,1,1
1086,2024-09-12,20240912,2024-01,1,1,0,0.0,1,0,1,0
1086,2024-09-19,20240919,2024-01,1,0,0,0.0,1,0,1,0
1087,2024-05-27,20240527,2024-05,1,1,1,222.61,1,1,1,1
1087,2024-06-14,20240614,2024-05,1,0,0,0.0,1,0,1,0
1087,2024-06-22,20240622,2024-05,1,0,0,0.0,1,0,1,0
1088,2024-02-23,20240223,2024-02,1,1,0,0.0,1,0,1,0
1089,2024-06-02,20240602,2024-06,1,1,1,2169.46,1,1,1,1
1089,2024-08-25,20240825,2024-06,1,1,0,0.0,1,0,1,0
1089,2024-12-09,20241209,2024-06,1,1,0,0.0,1,0,1,0
1090,2024-03-15,20240315,2024-03,1,0,0,0.0,1,0,1,0
1090,2024-05-29,20240529,2024-03,1,1,1,3331.6,1,1,1,1
1090,2024-07-21,20240721,2024-03,1,1,0,0.0,1,0,1,0
1090,2024-09-25,20240925,2024-03,1,1,0,0.0,1,0,1,0
1090,2024-10-16,20241016,2024-03,1,0,0,0.0,1,0,1,0
1090,2024-10-24,20241024,2024-03,1,0,0,0.0,1,0,1,0
1090,2024-12-09,20241209,2024-03,1,1,0,0.0,1,0,1,0
1091,2024-05-06,20240506,2024-05,1,1,0,0.0,1,0,1,0
1091,2024-06-13,20240613,2024-05,1,1,0,0.0,1,0,1,0
1091,2024-11-24,20241124,2024-05,1,0,0,0.0,1,0,1,0
1091,2024-12-26,20241226,2024-05,1,0,0,0.0,1,0,1,0
1092,2024-06-25,20240625,2024-06,1,1,0,0.0,1,0,1,0
1092,2024-07-18,20240718,2024-06,1,1,1,2987.93,1,1,1,1
1093,2024-07-02,20240702,2024-07,1,0,0,0.0,1,0,1,0
1094,2024-09-20,20240920,2024-09,1,0,0,0.0,1,0,1,0
1094,2024-10-07,20241007,2024-09,1,1,0,0.0,1,0,1,0
1095,2024-06-11,20240611,2024-06,1,1,0,0.0,1,0,1,0
1095,2024-07-20,20240720,2024-06,1,1,1,1373.98,1,1,1,1
1095,2024-11-11,20241111,2024-06,1,1,1,2307.56,1,1,1,1
1096,2024-01-02,20240102,2024-01,1,1,0,0.0,1,0,1,0
1096,2024-04-16,20240416,2024-01,1,1,1,826.97,1,1,1,1
1096,2024-08-17,20240817,2024-01,1,1,1,4085.96,1,1,1,1
1096,2024-12-13,20241213,2024-01,1,0,0,0.0,1,0,1,0
1097,2024-01-30,20240130,2024-01,1,1,0,0.0,1,0,1,0
1097,2024-01-31,20240131,2024-01,1,0,0,0.0,1,0,1,0
1098,2024-05-03,20240503,2024-05,1,0,0,0.0,1,0,1,0
1098,2024-08-11,20240811,2024-05,1,1,0,0.0,1,0,1,0
1098,2024-11-04,20241104,2024-05,1,1,0,0.0,1,0,1,0
1099,2024-04-25,20240425,2024-04,1,0,0,0.0,1,0,1,0
1099,2024-05-07,20240507,2024-04,1,1,0,0.0,1,0,1,0
1099,2024-06-01,20240601,2024-04,1,1,0,0.0,1,0,1,0
1099,2024-08-08,20240808,2024-04,1,1,0,0.0,1,0,1,0
1099,2024-10-04,20241004,2024-04,1,1,1,2717.82,1,1,1,1
1100,2024-01-22,20240122,2024-01,1,1,1,526.13,1,1,1,1
1100,2024-08-12,20240812,2024-01,1,1,1,262.64,1,1,1,1
1101,2024-11-19,20241119,2024-11,1,1,1,1339.45,1,1,1,1
1102,2024-04-27,20240427,2024-04,1,0,0,0.0,1,0,1,0
1102,2024-05-04,20240504,2024-04,1,0,0,0.0,1,0,1,0
1102,2024-06-08,20240608,2024-04,1,1,0,0.0,1,0,1,0
1104,2024-02-12,20240212,2024-02,1,1,0,0.0,1,0,1,0
1105,2024-02-08,20240208,2024-02,1,1,1,1244.58,1,1,1,1
1105,2024-02-26,20240226,2024-02,1,1,0,0.0,1,0,1,0
1105,2024-07-20,20240720,2024-02,1,0,0,0.0,1,0,1,0
1105,2024-08-02,20240802,2024-02,1,1,0,0.0,1,0,1,0
1106,2024-05-06,20240506,2024-05,1,0,0,0.0,1,0,1,0
1106,2024-06-06,20240606,2024-05,1,1,0,0.0,1,0,1,0
1107,2024-04-28,20240428,2024-04,1,1,0,0.0,1,0,1,0
1107,2024-05-24,20240524,2024-04,1,1,0,0.0,1,0,1,0
1107,2024-10-06,20241006,2024-04,1,1,0,0.0,1,0,1,0
1108,2024-01-10,20240110,2024-01,1,1,0,0.0,1,0,1,0
1108,2024-04-03,20240403,2024-01,1,1,0,0.0,1,0,1,0
1108,2024-09-07,20240907,2024-01,1,0,0,0.0,1,0,1,0
1108,2024-11-01,20241101,2024-01,1,1,0,0.0,1,0,1,0
1108,2024-11-28,20241128,2024-01,1,0,0,0.0,1,0,1,0
1108,2024-12-27,20241227,2024-01,1,0,0,0.0,1,0,1,0
1109,2024-01-01,20240101,2024-01,1,1,0,0.0,1,0,1,0
1109,2024-02-18,20240218,2024-01,1,1,0,0.0,1,0,1,0
1109,2024-06-15,20240615,2024-01,1,1,0,0.0,1,0,1,0
1110,2024-03-03,20240303,2024-03,1,0,0,0.0,1,0,1,0
1110,2024-03-28,20240328,2024-03,1,1,0,0.0,1,0,1,0
1110,2024-08-16,20240816,2024-03,1,1,0,0.0,1,0,1,0
1110,2024-11-20,20241120,2024-03,1,1,1,2098.22,1,1,1,1
1111,2024-05-22,20240522,2024-05,1,1,1,1839.86,1,1,1,1
1111,2024-10-12,20241012,2024-05,1,0,0,0.0,1,0,1,0
1112,2024-02-12,20240212,2024-02,1,1,1,2540.56,1,1,1,1
1112,2024-02-16,20240216,2024-02,1,1,0,0.0,1,0,1,0
1112,2024-10-08,20241008,2024-02,1,0,0,0.0,1,0,1,0
1112,2024-10-09,20241009,2024-02,1,0,0,0.0,1,0,1,0
1112,2024-11-21,20241121,2024-02,1,1,0,0.0,1,0,1,0
1113,2024-08-04,20240804,2024-08,1,1,0,0.0,1,0,1,0
1113,2024-12-28,20241228,2024-08,1,1,0,0.0,1,0,1,0
1114,2024-07-07,20240707,2024-07,1,0,0,0.0,1,0,1,0
1114,2024-10-13,20241013,2024-07,1,0,0,0.0,1,0,1,0
1115,2024-05-31,20240531,2024-05,1,1,1,1763.68,1,1,1,1
1115,2024-08-16,20240816,2024-05,1,1,0,0.0,1,0,1,0
1116,2024-03-11,20240311,2024-03,1,1,0,0.0,1,0,1,0
1116,2024-05-01,20240501,2024-03,1,1,0,0.0,1,0,1,0
1116,2024-10-28,20241028,2024-03,1,0,0,0.0,1,0,1,0
1116,2024-11-17,20241117,2024-03,1,0,0,0.0,1,0,1,0
1118,2024-01-15,20240115,2024-01,1,1,1,4522.5,1,1,1,1
1119,2024-03-20,20240320,2024-03,1,1,0,0.0,1,0,1,0
1120,2024-03-20,20240320,2024-03,1,1,0,0.0,1,0,1,0
1120,2024-03-21,20240321,2024-03,1,0,0,0.0,1,0,1,0
1120,2024-07-08,20240708,2024-03,1,0,0,0.0,1,0,1,0
1121,2024-05-18,20240518,2024-05,1,1,1,1894.59,1,1,1,1
1121,2024-10-04,20241004,2024-05,1,1,0,0.0,1,0,1,0
1122,2024-05-11,20240511,2024-05,1,1,0,0.0,1,0,1,0
1123,2024-03-11,20240311,2024-03,1,0,0,0.0,1,0,1,0
1123,2024-05-29,20240529,2024-03,1,0,0,0.0,1,0,1,0
1123,2024-12-27,20241227,2024-03,1,1,0,0.0,1,0,1,0
1124,2024-02-02,20240202,2024-02,1,1,1,836.52,1,1,1,1
1124,2024-06-27,20240627,2024-02,1,1,0,0.0,1,0,1,0
1124,2024-08-17,20240817,2024-02,1,1,0,0.0,1,0,1,0
1124,2024-10-24,20241024,2024-02,1,1,1,847.5,1,1,1,1
1125,2024-02-20,20240220,2024-02,1,0,0,0.0,1,0,1,0
1125,2024-04-08,20240408,2024-02,1,0,0,0.0,1,0,1,0
1125,2024-05-19,20240519,2024-02,1,1,0,0.0,1,0,1,0
1125,2024-11-30,20241130,2024-02,1,0,0,0.0,1,0,1,0
1126,2024-04-05,20240405,2024-04,1,0,0,0.0,1,0,1,0
1126,2024-05-22,20240522,2024-04,1,1,1,424.4,1,1,1,1
1126,2024-08-27,20240827,2024-04,1,1,1,1626.96,1,1,1,1
1126,2024-11-29,20241129,2024-04,1,1,0,0.0,1,0,1,0
1127,2024-04-02,20240402,2024-04,1,0,0,0.0,1,0,1,0
1127,2024-04-03,20240403,2024-04,1,1,0,0.0,1,0,1,0
1127,2024-10-01,20241001,2024-04,1,0,0,0.0,1,0,1,0
1127,2024-10-25,20241025,2024-04,1,0,0,0.0,1,0,1,0
1128,2024-03-15,20240315,2024-03,1,0,0,0.0,1,0,1,0
1129,2024-04-09,20240409,2024-04,1,0,0,0.0,1,0,1,0
1129,2024-05-18,20240518,2024-04,1,0,0,0.0,1,0,1,0
1129,2024-06-17,20240617,2024-04,1,0,0,0.0,1,0,1,0
1129,2024-10-24,20241024,2024-04,1,1,0,0.0,1,0,1,0
1130,2024-06-18,20240618,2024-06,1,1,1,1026.78,1,1,1,1
1130,2024-12-19,20241219,2024-06,1,1,0,0.0,1,0,1,0
1131,2024-04-07,20240407,2024-04,1,0,0,0.0,1,0,1,0
1131,2024-07-02,20240702,2024-04,1,1,1,1150.86,1,1,1,1
1132,2024-05-21,20240521,2024-05,1,1,1,600.86,1,1,1,1
1132,2024-08-29,20240829,2024-05,1,1,1,2875.36,1,1,1,1
1132,2024-09-04,20240904,2024-05,1,1,0,0.0,1,0,1,0
1134,2024-01-27,20240127,2024-01,1,0,0,0.0,1,0,1,0
1134,2024-02-05,20240205,2024-01,1,1,0,0.0,1,0,1,0
